日期,股票代码,股票名称,开盘,收盘,最高,最低,成交量,成交额,换手率,涨跌幅,流通股数,流通市值,数据日期
2024-11-29,sh.688449,联芸科技,66.6106716,50.9422748,69.9581926,50.8923118,49749311,2884273565.07,76.4228,353.1556,65097472.0,3316213307.4093056,2026-07-14
2024-12-02,sh.688449,联芸科技,46.96522,43.7076324,48.414147,43.4078544,29801584,1357855580.56,45.7799,-14.2016,65097530.0,2845258911.387972,2026-07-14
2024-12-03,sh.688449,联芸科技,44.766848,44.3771366,46.9352422,43.867514,20115640,912567567.49,30.9008,1.5318,65097473.0,2888839451.635812,2026-07-14
2024-12-04,sh.688449,联芸科技,48.96374,45.816071,51.2420528,45.566256,25565245,1242600441.99,39.2722,3.2425,65097563.0,2982514568.334973,2026-07-14
2024-12-05,sh.688449,联芸科技,42.6284316,41.8789866,43.5477508,41.769068,20935490,888909052.35,32.1602,-8.5932,65097512.0,2726217832.741339,2026-07-14
2024-12-06,sh.688449,联芸科技,41.96892,41.1894972,42.3486388,39.9803926,14195002,581831863.31,21.8058,-1.6464,65097369.0,2681327898.152867,2026-07-14
2024-12-09,sh.688449,联芸科技,40.9596674,40.6299116,41.1795046,39.7505628,10243348,414387591.02,15.7354,-1.3586,65097474.0,2644904614.0032983,2026-07-14
2024-12-10,sh.688449,联芸科技,42.7983058,40.519993,42.7983058,40.4900152,11017160,454792566.26,16.9241,-0.2705,65097465.0,2637748826.117745,2026-07-14
2024-12-11,sh.688449,联芸科技,39.9704,41.9289496,42.5484908,39.9504148,12836578,534178891.41,19.719,3.4772,65097510.0,2729470215.8754964,2026-07-14
2024-12-12,sh.688449,联芸科技,41.46929,40.669882,41.9489348,40.220215,8944946,366157139.6,13.7408,-3.0029,65097709.0,2647516143.500338,2026-07-14
2024-12-13,sh.688449,联芸科技,40.3900892,41.169512,42.4585574,40.2501928,10018013,412698385.56,15.3892,1.2285,65097685.0,2680039923.77972,2026-07-14
2024-12-16,sh.688449,联芸科技,40.5299856,40.2002298,41.169512,40.1502668,6398697,259557097.76,9.8294,-2.3544,65097534.0,2616935826.2133136,2026-07-14
