日期,股票代码,股票名称,开盘,收盘,最高,最低,成交量,成交额,换手率,涨跌幅,流通股数,流通市值,数据日期
2017-01-24,sz.002839,张家港行,3.17846872,3.81537562,3.81537562,3.17846872,115553,725012.0,0.063926,43.93593,180760567.0,689669460.3891766,2026-07-14
2017-01-25,sz.002839,张家港行,4.19751976,4.19751976,4.19751976,4.19751976,55220,382122.0,0.030549,10.0159,180758781.0,758738555.0410125,2026-07-14
2017-01-26,sz.002839,张家港行,4.61605858,4.61605858,4.61605858,4.61605858,159972,1217386.0,0.0885,9.971099,180759322.0,834395619.2330828,2026-07-14
2017-02-03,sz.002839,张家港行,5.07705786,5.07705786,5.07705786,5.07705786,936050,7834738.0,0.517841,9.986856,180760117.0,917729572.7893696,2026-07-14
2017-02-06,sz.002839,张家港行,5.53805714,5.58658338,5.58658338,5.25296548,69685100,625461792.0,38.551173,10.03584,180759999.0,1009830806.1822166,2026-07-14
2017-02-07,sz.002839,张家港行,5.6411754,6.14463514,6.14463514,5.58658338,98646149,967885824.0,54.572997,9.989143,180759999.0,1110704241.7617648,2026-07-14
2017-02-08,sz.002839,张家港行,6.02331954,6.34480588,6.69662112,5.72003054,99179156,996412544.0,54.867867,3.25765,180759999.0,1146887104.5239942,2026-07-14
2017-02-09,sz.002839,张家港行,6.1264378,6.0961089,6.29021386,6.07184578,64016358,650106064.0,35.415113,-3.919693,180759999.0,1101932638.667891,2026-07-14
2017-02-10,sz.002839,张家港行,6.13856936,6.70875268,6.70875268,6.0961089,75421787,814097776.0,41.724821,10.04975,180760001.0,1212674141.1455526,2026-07-14
2017-02-13,sz.002839,张家港行,7.38205426,7.38205426,7.38205426,7.38205426,4693255,57116913.0,2.596401,10.03616,180760021.0,1334380283.0607395,2026-07-14
2017-02-14,sz.002839,张家港行,8.12207942,8.12207942,8.12207942,7.78239574,48812532,651916912.0,27.004056,10.02465,180760001.0,1468147084.0812795,2026-07-14
2017-02-15,sz.002839,张家港行,8.795381,8.93489394,8.93489394,8.41930264,42123659,611262080.0,23.30364,10.00746,180759997.0,1615071401.7897182,2026-07-14
2017-02-16,sz.002839,张家港行,9.8265636,9.8265636,9.8265636,9.8265636,36163019,585840912.0,20.006096,9.979642,180759999.0,1776249626.5094364,2026-07-14
2017-02-17,sz.002839,张家港行,10.80921996,10.80921996,10.80921996,10.80921996,9191760,163797163.0,5.085063,9.999992,180760002.0,1953874621.5880399,2026-07-14
2017-02-20,sz.002839,张家港行,10.69397014,11.48252154,11.83433678,9.8265636,75433735,1324248608.0,41.731431,6.22896,180760001.0,2075580605.0529215,2026-07-14
2017-02-21,sz.002839,张家港行,11.44612686,11.8585999,11.92532348,10.91233822,61177931,1164476384.0,33.844839,3.275219,180760000.0,2143560517.924,2026-07-14
2017-02-22,sz.002839,张家港行,11.3733375,11.15496942,11.6462976,11.0700485,44348971,825641424.0,24.534726,-5.933504,180760001.0,2016372283.5141695,2026-07-14
2017-02-23,sz.002839,张家港行,10.91233822,11.1913641,11.44006108,10.4937994,40304693,728879680.0,22.297352,0.326272,180759998.0,2022950952.3332717,2026-07-14
2017-02-24,sz.002839,张家港行,10.918404,10.49986518,11.0397196,10.17837884,58446419,1015000320.0,32.333713,-6.178869,180759998.0,1897955608.9370697,2026-07-14
2017-02-27,sz.002839,张家港行,10.20870774,10.19657618,10.5847861,9.8265636,54845613,917993520.0,30.341676,-2.888504,180759998.0,1843133089.9036474,2026-07-14
2017-02-28,sz.002839,张家港行,10.01460278,10.66970702,10.9487329,10.01460278,55280287,968333216.0,30.582146,4.6401,180760000.0,1928656240.9352002,2026-07-14
2017-03-01,sz.002839,张家港行,11.524982,11.7372843,11.7372843,11.4643242,50465198,969969120.0,27.918344,10.00569,180759998.0,2121631486.5934315,2026-07-14
2017-03-02,sz.002839,张家港行,11.6462976,12.90191406,12.91404562,11.5856398,109817013,2303456160.0,60.752939,9.922481,180760001.0,2332149998.387514,2026-07-14
2017-03-03,sz.002839,张家港行,12.72600644,13.951294,14.18179364,11.828271,77743347,1748303216.0,43.009154,8.133518,180760001.0,2521835917.391294,2026-07-14
2017-03-06,sz.002839,张家港行,13.55095252,13.648005,14.13933318,12.9201114,41990066,948619888.0,23.229733,-2.173913,180760003.0,2467013424.7440147,2026-07-14
2017-03-07,sz.002839,张家港行,12.78666424,13.54488674,13.81178106,12.73207222,45263472,981993552.0,25.040646,-0.755556,180760001.0,2448373740.667287,2026-07-14
2017-03-08,sz.002839,张家港行,13.4357027,14.8914899,14.89755568,13.13847948,75857372,1809982560.0,41.965796,9.941779,180759998.0,2691785684.5410204,2026-07-14
2017-03-09,sz.002839,张家港行,14.47295108,15.03100284,15.06133174,14.35163548,38890131,948614848.0,21.514788,0.936869,180760001.0,2717004088.389403,2026-07-14
2017-03-10,sz.002839,张家港行,14.8005032,15.24937092,15.94693562,14.1029385,48851093,1206251888.0,27.025389,1.452779,180759999.0,2756476272.2498293,2026-07-14
2017-03-13,sz.002839,张家港行,14.95821348,15.09166064,15.3464234,14.6791876,25710222,635708848.0,14.223402,-1.034209,180760004.0,2727968637.653043,2026-07-14
2017-03-14,sz.002839,张家港行,14.95821348,15.16445,15.4070812,14.69131916,26110365,648111440.0,14.444769,0.482318,180760004.0,2741126042.6578,2026-07-14
2017-03-15,sz.002839,张家港行,15.69823864,16.27448774,16.377606,15.46167322,36201491,952695456.0,20.027379,7.32,180760004.0,2941776468.9803514,2026-07-14
2017-03-16,sz.002839,张家港行,15.9530014,17.8637221,17.90011678,15.88021204,53530604,1540760208.0,29.614187,9.765191,180759999.0,3229046388.932278,2026-07-14
2017-03-17,sz.002839,张家港行,17.8637221,17.8637221,17.8637221,17.8637221,0,0.0,0.0,0.0,180759999.0,3229046388.932278,2026-07-14
2017-03-20,sz.002839,张家港行,17.8637221,17.8637221,17.8637221,17.8637221,0,0.0,0.0,0.0,180759999.0,3229046388.932278,2026-07-14
2017-03-21,sz.002839,张家港行,17.8637221,17.8637221,17.8637221,17.8637221,0,0.0,0.0,0.0,180759999.0,3229046388.932278,2026-07-14
2017-03-22,sz.002839,张家港行,17.8637221,17.8637221,17.8637221,17.8637221,0,0.0,0.0,0.0,180759999.0,3229046388.932278,2026-07-14
