日期,股票代码,股票名称,开盘,收盘,最高,最低,成交量,成交额,换手率,涨跌幅,流通股数,流通市值,数据日期
2012-01-04,sz.000860,顺鑫农业,10.2333711,9.86322789,10.34223675,9.85597018,2057542,28676178.66,0.469213,-2.8592,438509163.0,4325115806.522156,2026-07-14
2012-01-05,sz.000860,顺鑫农业,9.7253314,9.3624459,9.78339308,9.3624459,3360369,44189589.22,0.766317,-5.0773,438508998.0,4105516770.4382086,2026-07-14
2012-01-06,sz.000860,顺鑫农业,9.3624459,9.39147674,9.435023,8.89069475,3244062,40962300.86,0.739793,0.3101,438509421.0,4118251027.5923676,2026-07-14
2012-01-09,sz.000860,顺鑫农业,9.42776529,9.95757812,9.97209354,9.20277628,5604034,74447283.16,1.277974,6.0278,438509234.0,4366489953.89636,2026-07-14
2012-01-10,sz.000860,顺鑫农业,9.9430627,10.36400988,10.58899889,9.78339308,9855037,140285386.54,2.247396,4.0816,438509146.0,4544713121.614362,2026-07-14
2012-01-11,sz.000860,顺鑫农业,10.34949446,10.27691736,10.40029843,10.05192835,5237585,74063350.5,1.194407,-0.8403,438509235.0,4506523169.69182,2026-07-14
2012-01-12,sz.000860,顺鑫农业,10.2333711,10.20434026,10.36400988,10.13902087,4128593,58150938.62,0.941507,-0.7062,438509007.0,4474695114.502722,2026-07-14
2012-01-13,sz.000860,顺鑫农业,10.13902087,9.71081598,10.2333711,9.67452743,5055519,68620755.35,1.152888,-4.8364,438509118.0,4258281350.4501057,2026-07-14
2012-01-16,sz.000860,顺鑫农业,9.5801772,9.52937323,9.84145476,9.48582697,3065414,40819038.84,0.699054,-1.8685,438508899.0,4178714963.2473736,2026-07-14
2012-01-17,sz.000860,顺鑫农业,9.5801772,10.02289751,10.05192835,9.47131155,5521217,74874317.04,1.259088,5.179,438509223.0,4395132999.318735,2026-07-14
2012-01-18,sz.000860,顺鑫农业,10.03741293,9.79065079,10.16805171,9.75436224,4065576,55944249.84,0.927136,-2.3172,438509129.0,4293289750.2660623,2026-07-14
2012-01-19,sz.000860,顺鑫农业,9.79065079,9.91403186,9.97209354,9.67452743,3429345,46621021.61,0.782046,1.2602,438509372.0,4347395884.916592,2026-07-14
2012-01-20,sz.000860,顺鑫农业,9.9430627,10.12450545,10.15353629,9.84145476,4250992,58955939.02,0.969419,2.123,438509251.0,4439689301.624918,2026-07-14
