日期,股票代码,股票名称,开盘,收盘,最高,最低,成交量,成交额,换手率,涨跌幅,流通股数,流通市值,数据日期
2012-01-04,sh.600315,上海家化,20.13328125,19.51914375,20.13328125,19.4090625,1339255,45239162.0,0.319463,-1.1734,419220692.0,8182828950.122476,2026-07-14
2012-01-05,sh.600315,上海家化,19.36850625,18.609525,19.51335,18.4820625,2010470,65059497.0,0.479573,-4.6601,419220849.0,7801500869.986726,2026-07-14
2012-01-06,sh.600315,上海家化,18.54,18.90500625,18.99770625,17.960625,2223269,69727151.0,0.530333,1.5878,419221319.0,7925381655.828243,2026-07-14
2012-01-09,sh.600315,上海家化,18.424125,19.1077875,19.119375,18.192375,1323739,42593894.0,0.315761,1.0726,419221817.0,8010401394.599888,2026-07-14
2012-01-10,sh.600315,上海家化,18.91659375,19.27580625,19.490175,18.90500625,1259653,41834793.0,0.300475,0.8793,419220567.0,8080814425.507143,2026-07-14
2012-01-11,sh.600315,上海家化,19.25263125,19.35691875,19.4090625,18.9455625,580458,19130325.0,0.138461,0.4208,419221297.0,8114832584.298618,2026-07-14
2012-01-12,sh.600315,上海家化,19.20628125,18.7833375,19.25263125,18.6442875,825131,27008020.0,0.196825,-2.9632,419220627.0,7874362523.902612,2026-07-14
2012-01-13,sh.600315,上海家化,18.77175,18.09388125,18.8296875,18.0185625,1235435,38733286.0,0.294698,-3.6706,419220694.0,7585329454.778587,2026-07-14
2012-01-16,sh.600315,上海家化,17.8911,17.728875,18.3198375,17.6709375,879142,27252382.0,0.209708,-2.0173,419221966.0,7432333832.468249,2026-07-14
2012-01-17,sh.600315,上海家化,17.84475,18.006975,18.192375,17.38125,1656199,50851429.0,0.395066,1.5686,419220839.0,7548899167.352025,2026-07-14
2012-01-18,sh.600315,上海家化,18.0185625,17.31751875,18.0765,16.9061625,1514342,45734460.0,0.361227,-3.8288,419221708.0,7259879788.697025,2026-07-14
2012-01-19,sh.600315,上海家化,17.0915625,17.3464875,17.46815625,16.74973125,2073130,61441068.0,0.494519,0.1673,419221506.0,7272020613.560174,2026-07-14
2012-01-20,sh.600315,上海家化,17.3233125,17.71149375,17.7868125,17.09735625,769320,23392884.0,0.183512,2.1042,419220541.0,7425021991.7931185,2026-07-14
2012-01-30,sh.600315,上海家化,17.7172875,17.66514375,17.960625,17.5782375,1124379,34393362.0,0.268207,-0.2617,419220602.0,7405592197.291537,2026-07-14
2012-01-31,sh.600315,上海家化,17.83895625,17.69990625,17.83895625,17.589825,351506,10735919.0,0.083847,0.1968,419223109.0,7420209727.133532,2026-07-14
2012-02-01,sh.600315,上海家化,17.7984,18.10546875,18.22134375,17.613,1140634,35079382.0,0.272084,2.2913,419221270.0,7590197603.3203125,2026-07-14
2012-02-02,sh.600315,上海家化,17.98959375,18.3546,18.3661875,17.960625,1059642,33345041.0,0.252764,1.376,419221883.0,7694649973.711801,2026-07-14
2012-02-03,sh.600315,上海家化,18.424125,18.60373125,18.66166875,18.2039625,937929,29840039.0,0.223731,1.3573,419221744.0,7799088659.5323,2026-07-14
2012-02-06,sh.600315,上海家化,18.5979375,19.073025,19.4322375,18.5979375,2641819,87592261.0,0.630173,2.5226,419221230.0,7995817000.32075,2026-07-14
2012-02-07,sh.600315,上海家化,18.98611875,18.794925,19.19469375,18.56896875,810766,26425152.0,0.193398,-1.4581,419221502.0,7879236688.477349,2026-07-14
2012-02-08,sh.600315,上海家化,18.8296875,19.119375,19.1773125,18.62690625,400323,13097833.0,0.095492,1.7263,419221505.0,8015253162.159375,2026-07-14
2012-02-09,sh.600315,上海家化,19.2931875,19.1889,19.4090625,19.18310625,1027851,34234863.0,0.245181,0.3636,419221310.0,8044395795.459001,2026-07-14
2012-02-10,sh.600315,上海家化,19.119375,19.27580625,19.4090625,19.0614375,875956,29100867.0,0.208948,0.4529,419222007.0,8080842182.668143,2026-07-14
2012-02-13,sh.600315,上海家化,19.1541375,19.2816,19.51335,19.03246875,551590,18440434.0,0.131575,0.0301,419220977.0,8083251190.1232,2026-07-14
2012-02-14,sh.600315,上海家化,19.26421875,19.38009375,19.467,19.1889,585858,19559942.0,0.139749,0.5108,419221604.0,8124553987.545375,2026-07-14
2012-02-15,sh.600315,上海家化,19.35691875,19.36850625,19.49596875,19.2236625,880058,29414448.0,0.209927,-0.0598,419220967.0,8119683919.470544,2026-07-14
2012-02-16,sh.600315,上海家化,19.32215625,19.22945625,19.46120625,19.17151875,727752,24179826.0,0.173596,-0.7179,419221641.0,8061404204.662705,2026-07-14
2012-02-17,sh.600315,上海家化,19.4322375,19.23525,19.443825,19.165725,215676,7158813.0,0.051447,0.0301,419219780.0,8063797273.245,2026-07-14
2012-02-20,sh.600315,上海家化,19.29898125,18.98611875,19.32215625,18.8296875,1061260,34873971.0,0.25315,-1.2952,419221805.0,7959394972.319344,2026-07-14
2012-02-21,sh.600315,上海家化,18.97453125,19.05564375,19.05564375,18.82389375,924830,30261783.0,0.220607,0.3662,419220605.0,7988518501.53947,2026-07-14
2012-02-22,sh.600315,上海家化,18.9223875,19.119375,19.23525,18.9223875,1172460,38631472.0,0.279676,0.3344,419220813.0,8015239931.551876,2026-07-14
2012-02-23,sh.600315,上海家化,19.467,19.0614375,19.467,18.84706875,1078409,35495644.0,0.257241,-0.303,419221275.0,7990960132.082812,2026-07-14
2012-02-24,sh.600315,上海家化,19.23525,18.98611875,19.23525,18.9223875,1451084,47753997.0,0.346138,-0.3951,419221235.0,7959384150.231656,2026-07-14
2012-02-27,sh.600315,上海家化,19.0614375,19.42065,19.47279375,19.02088125,1450616,48190222.0,0.346026,2.2887,419221677.0,8141557461.430049,2026-07-14
2012-02-28,sh.600315,上海家化,19.36850625,19.073025,19.42644375,19.00929375,702656,23285836.0,0.16761,-1.79,419220810.0,7995808989.65025,2026-07-14
2012-02-29,sh.600315,上海家化,19.07881875,18.93976875,19.07881875,18.54,1229058,39745820.0,0.293176,-0.6987,419221901.0,7939965859.875393,2026-07-14
2012-03-01,sh.600315,上海家化,18.74278125,18.85865625,18.9223875,18.68484375,445934,14474530.0,0.106372,-0.4283,419221224.0,7905948956.12025,2026-07-14
2012-03-02,sh.600315,上海家化,18.8296875,18.8296875,18.9455625,18.6442875,2272104,73730794.0,0.541982,-0.1536,419221303.0,7893806128.832812,2026-07-14
2012-03-05,sh.600315,上海家化,18.8296875,18.8296875,18.8296875,18.8296875,0,0.0,0.0,0.0,419221303.0,7893806128.832812,2026-07-14
2012-03-06,sh.600315,上海家化,18.68484375,18.8181,19.119375,18.655875,833832,27206417.0,0.1989,-0.0615,419221719.0,7888956230.313901,2026-07-14
2012-03-07,sh.600315,上海家化,18.81230625,18.655875,18.81230625,18.45309375,1542899,49527898.0,0.368039,-0.8621,419221604.0,7820945841.5235,2026-07-14
2012-03-08,sh.600315,上海家化,18.6674625,18.42991875,18.794925,18.31404375,1880112,60141814.0,0.448477,-1.2112,419221499.0,7726218164.823206,2026-07-14
2012-03-09,sh.600315,上海家化,18.49365,18.40674375,18.58635,18.3430125,2767898,88141808.0,0.660248,-0.1257,419220959.0,7716492766.942256,2026-07-14
2012-03-12,sh.600315,上海家化,18.563175,19.4554125,19.582875,18.40674375,2728531,90571500.0,0.650857,5.6972,419221273.0,8156122794.990113,2026-07-14
2012-03-13,sh.600315,上海家化,19.47279375,19.467,19.61184375,19.18310625,1481959,49669170.0,0.353503,0.0596,419221053.0,8160976238.750999,2026-07-14
2012-03-14,sh.600315,上海家化,19.4554125,19.1773125,19.5481125,18.86445,1839292,61404198.0,0.43874,-1.4881,419221407.0,8039539928.728687,2026-07-14
2012-03-15,sh.600315,上海家化,19.1773125,19.5017625,19.5249375,18.9919125,1427164,47487153.0,0.340432,1.6918,419221460.0,8175557347.823251,2026-07-14
2012-03-16,sh.600315,上海家化,19.5249375,19.8262125,20.15645625,19.3627125,3223974,110467018.0,0.769039,1.6637,419221132.0,8311567247.522551,2026-07-14
2012-03-19,sh.600315,上海家化,19.79145,19.99423125,20.13328125,19.69875,2476080,85517954.0,0.590638,0.8475,419221249.0,8382006597.41983,2026-07-14
2012-03-20,sh.600315,上海家化,19.99423125,19.42644375,19.99423125,19.2931875,1581247,53227009.0,0.377187,-2.8398,419220970.0,8143972592.525437,2026-07-14
2012-03-21,sh.600315,上海家化,19.43803125,18.97453125,19.43803125,18.887625,840538,27763742.0,0.2005,-2.3263,419220948.0,7954520978.480624,2026-07-14
2012-03-22,sh.600315,上海家化,18.97453125,19.0035,19.3395375,18.97453125,603828,19879409.0,0.144036,0.1527,419220195.0,7966650975.6825,2026-07-14
2012-03-23,sh.600315,上海家化,19.0035,18.655875,19.15993125,18.54,1530860,49386538.0,0.365168,-1.8293,419220742.0,7820929760.159251,2026-07-14
2012-03-26,sh.600315,上海家化,18.54,18.62690625,18.82389375,18.48785625,2137721,68612446.0,0.509927,-0.1553,419220987.0,7808790022.881469,2026-07-14
2012-03-27,sh.600315,上海家化,18.71960625,18.40095,18.8296875,18.39515625,605473,19428321.0,0.144428,-1.2131,419221342.0,7714070953.074901,2026-07-14
2012-03-28,sh.600315,上海家化,18.5284125,18.1807875,18.5284125,18.12864375,1229307,38771197.0,0.293236,-1.1965,419221037.0,7621768589.226638,2026-07-14
2012-03-29,sh.600315,上海家化,18.12285,18.22134375,18.3430125,17.960625,1376009,42838626.0,0.32823,0.2231,419220973.0,7638769456.242468,2026-07-14
2012-03-30,sh.600315,上海家化,17.914275,18.48785625,18.54,17.914275,1075608,34136090.0,0.256573,1.4626,419221040.0,7750498324.4955,2026-07-14
2012-04-05,sh.600315,上海家化,18.48785625,18.48785625,18.48785625,18.48785625,0,0.0,0.0,0.0,419221040.0,7750498324.4955,2026-07-14
2012-04-06,sh.600315,上海家化,18.48785625,18.48785625,18.48785625,18.48785625,0,0.0,0.0,0.0,419221040.0,7750498324.4955,2026-07-14
2012-04-09,sh.600315,上海家化,18.2503125,18.54,19.03246875,18.24451875,1869761,60044130.0,0.446008,0.282,419221404.0,7772364830.16,2026-07-14
2012-04-10,sh.600315,上海家化,18.424125,18.33721875,18.424125,17.93165625,1987671,62170618.0,0.474134,-1.0938,419221359.0,7687353764.655282,2026-07-14
2012-04-11,sh.600315,上海家化,17.9026875,18.33721875,18.4125375,17.9026875,820162,25757225.0,0.195639,0.0,419222139.0,7687368067.685907,2026-07-14
2012-04-12,sh.600315,上海家化,18.33721875,18.65008125,18.8296875,18.1344375,658217,20962719.0,0.157009,1.7062,419222465.0,7818533034.075281,2026-07-14
2012-04-13,sh.600315,上海家化,18.5979375,18.85865625,19.1077875,18.516825,817978,26651223.0,0.193375,1.1184,423000905.0,7977228660.833906,2026-07-14
2012-04-16,sh.600315,上海家化,18.95715,18.75436875,19.1077875,18.74278125,605803,19735734.0,0.143216,-0.553,422999525.0,7933089072.924844,2026-07-14
2012-04-17,sh.600315,上海家化,18.74278125,18.61531875,18.748575,18.52261875,300841,9652258.0,0.071121,-0.7414,422998833.0,7874258107.173018,2026-07-14
2012-04-18,sh.600315,上海家化,18.6211125,18.84706875,18.97453125,18.54579375,401782,13044469.0,0.094984,1.2449,422999663.0,7972303729.78783,2026-07-14
2012-04-19,sh.600315,上海家化,18.78913125,18.54579375,18.933975,18.38356875,1077481,34608641.0,0.254723,-1.5985,423001064.0,7844890488.97455,2026-07-14
2012-04-20,sh.600315,上海家化,18.54,18.62690625,18.655875,18.2503125,879739,28087290.0,0.207976,0.4374,423000250.0,7879186000.4765625,2026-07-14
2012-04-23,sh.600315,上海家化,18.7601625,18.51103125,18.7601625,18.424125,377678,12111627.0,0.089285,-0.6221,423002744.0,7830217013.01975,2026-07-14
2012-04-24,sh.600315,上海家化,18.45309375,18.12285,18.516825,17.83895625,1032607,32340344.0,0.244115,-2.097,423000225.0,7665969627.64125,2026-07-14
2012-04-25,sh.600315,上海家化,18.12285,18.41833125,18.41833125,17.98959375,681099,21420211.0,0.161016,1.6304,423000820.0,7790969221.781626,2026-07-14
2012-04-26,sh.600315,上海家化,18.424125,18.40674375,18.470475,18.21555,606549,19239679.0,0.143392,-0.0629,423000586.0,7786063392.601838,2026-07-14
2012-04-27,sh.600315,上海家化,18.470475,19.38009375,19.4090625,18.40674375,3476692,114651826.0,0.821912,5.288,423000516.0,8197789656.378375,2026-07-14
2012-05-02,sh.600315,上海家化,19.8030375,19.60025625,19.8030375,19.44961875,1987169,67114548.0,0.469779,1.136,423000815.0,8290924367.958844,2026-07-14
2012-05-03,sh.600315,上海家化,19.5944625,19.7798625,19.88994375,19.351125,1995245,68008426.0,0.471689,0.9163,423000112.0,8366884052.8446,2026-07-14
2012-05-04,sh.600315,上海家化,19.814625,19.88994375,19.93629375,19.6524,1049535,35906309.0,0.248117,0.5565,423000036.0,8413446922.287975,2026-07-14
2012-05-07,sh.600315,上海家化,19.88994375,20.58519375,20.9502,19.8725625,3584415,127442631.0,0.847378,3.4955,423000715.0,8707551674.66353,2026-07-14
2012-05-08,sh.600315,上海家化,20.58519375,20.278125,20.58519375,19.91311875,1515546,52829327.0,0.358285,-1.4917,423000126.0,8577649430.04375,2026-07-14
2012-05-09,sh.600315,上海家化,20.0232,20.3592375,20.4519375,20.01740625,953394,33374137.0,0.225388,0.4,423001225.0,8611982402.565937,2026-07-14
2012-05-10,sh.600315,上海家化,20.41138125,20.65471875,20.6836875,20.06375625,1400599,49460845.0,0.331111,1.4513,422999840.0,8736942726.495,2026-07-14
2012-05-11,sh.600315,上海家化,20.59678125,20.44035,20.59678125,20.16804375,1761597,62074426.0,0.416453,-1.0379,423000194.0,8646272015.4279,2026-07-14
2012-05-14,sh.600315,上海家化,20.5678125,20.44035,20.5678125,20.06955,1322732,46242102.0,0.312702,0.0,423000812.0,8646284647.5642,2026-07-14
2012-05-15,sh.600315,上海家化,20.28391875,20.278125,20.4519375,20.1043125,1079838,37854170.0,0.255281,-0.7937,422999753.0,8577641866.303124,2026-07-14
2012-05-16,sh.600315,上海家化,20.278125,20.14486875,20.36503125,20.11010625,1189276,41523251.0,0.281152,-0.6571,423001081.0,8521301257.853119,2026-07-14
2012-05-17,sh.600315,上海家化,20.1159,20.092725,20.21439375,20.06375625,704376,24500338.0,0.166519,-0.2588,423000378.0,8499230270.050051,2026-07-14
2012-05-18,sh.600315,上海家化,20.046375,19.768275,20.1274875,19.7566875,1100142,37926093.0,0.260081,-1.6148,422999758.0,8361975541.07745,2026-07-14
2012-05-21,sh.600315,上海家化,19.69295625,20.05216875,20.19121875,19.58866875,534947,18459560.0,0.126465,1.4361,423000040.0,8482068183.33675,2026-07-14
2012-05-22,sh.600315,上海家化,19.9305,20.278125,20.3592375,19.9305,1511772,52834161.0,0.357393,1.1268,422999891.0,8577644664.684375,2026-07-14
2012-05-23,sh.600315,上海家化,20.23756875,20.4982875,20.5794,20.07534375,1175648,41478705.0,0.277931,1.0857,422999953.0,8670774649.080488,2026-07-14
2012-05-24,sh.600315,上海家化,20.278125,19.8725625,20.60836875,19.84359375,880425,30744637.0,0.208138,-3.0526,423000605.0,8406105960.400312,2026-07-14
2012-05-25,sh.600315,上海家化,19.79724375,20.17963125,20.3360625,19.768275,1019437,35547753.0,0.241001,1.5452,423001149.0,8536007205.146306,2026-07-14
2012-05-28,sh.600315,上海家化,20.27233125,20.45773125,20.49249375,20.139075,849360,29760971.0,0.200794,1.3781,423000687.0,8653634373.211369,2026-07-14
2012-05-29,sh.600315,上海家化,20.45773125,20.45773125,20.45773125,20.45773125,0,0.0,0.0,0.0,423000687.0,8653634373.211369,2026-07-14
2012-05-30,sh.600315,上海家化,20.6836875,21.18195,21.28044375,20.34765,2892086,104260929.0,0.683708,3.5401,423000170.0,8959968450.9315,2026-07-14
2012-05-31,sh.600315,上海家化,21.112425,21.25726875,21.297825,20.8575,1250910,45756739.0,0.295723,0.3556,423000578.0,8991836967.951338,2026-07-14
2012-06-01,sh.600315,上海家化,21.18195,20.8575,21.2630625,20.82853125,1032794,37519139.0,0.244159,-1.8806,423000586.0,8822734722.495,2026-07-14
2012-06-04,sh.600315,上海家化,20.7995625,20.89805625,21.2630625,20.6836875,2635205,95864672.0,0.622979,0.1944,423000615.0,8839890646.054594,2026-07-14
2012-06-05,sh.600315,上海家化,21.00234375,21.02551875,21.0313125,20.7648,1833276,66115107.0,0.433398,0.6099,423000568.0,8893806373.74465,2026-07-14
2012-06-06,sh.600315,上海家化,20.8575,21.22250625,21.67441875,20.77059375,2156969,79464500.0,0.509921,0.9369,423000622.0,8977133344.148888,2026-07-14
2012-06-07,sh.600315,上海家化,21.25726875,20.87488125,21.297825,20.8575,693310,25244326.0,0.163903,-1.638,423000189.0,8830078714.102556,2026-07-14
