日期,股票代码,股票名称,开盘,收盘,最高,最低,成交量,成交额,换手率,涨跌幅,流通股数,流通市值,数据日期
2019-10-25,sz.002965,祥鑫科技,17.15708764,20.58563008,20.58563008,17.15708764,82237,2347433.0,0.2183,43.992,37671553.0,775492654.5971143,2026-07-14
2019-10-28,sz.002965,祥鑫科技,22.641318,22.641318,22.641318,22.641318,33483,1054714.0,0.0889,9.986,37663667.0,852755061.5931059,2026-07-14
2019-10-29,sz.002965,祥鑫科技,24.9054498,24.9054498,24.9054498,24.9054498,36100,1250865.0,0.0958,10.0,37682672.0,938503895.8258656,2026-07-14
2019-10-30,sz.002965,祥鑫科技,27.39958864,27.39958864,27.39958864,27.39958864,117674,4485732.0,0.3123,10.0144,37679795.0,1032410883.0395288,2026-07-14
2019-10-31,sz.002965,祥鑫科技,30.13810996,25.00607788,30.13810996,24.7257568,18438534,664458048.0,48.9345,-8.7356,37680029.0,942229739.6946585,2026-07-14
2019-11-01,sz.002965,祥鑫科技,23.4679058,23.719476,24.9413884,23.16602156,11503533,383141200.0,30.5295,-5.1452,37680057.0,893751207.690132,2026-07-14
2019-11-04,sz.002965,祥鑫科技,23.85604268,25.57390776,25.85422884,23.719476,12525414,430268048.0,33.2415,7.8182,37680051.0,963626148.6660957,2026-07-14
2019-11-05,sz.002965,祥鑫科技,24.81919716,24.61075328,25.50921828,24.49574976,10256258,355558480.0,27.2194,-3.7662,37679956.0,927332100.7172557,2026-07-14
2019-11-06,sz.002965,祥鑫科技,24.71856908,25.56672004,26.2711166,24.70419364,12592959,448012176.0,33.4208,3.8843,37680005.0,963354138.9408002,2026-07-14
2019-11-07,sz.002965,祥鑫科技,25.05639192,26.3789324,27.27020968,24.8695112,13992048,507005888.0,37.1339,3.1768,37679985.0,993957777.148014,2026-07-14
2019-11-08,sz.002965,祥鑫科技,26.58737628,26.36455696,27.57928164,25.89735516,13907763,519599792.0,36.9102,-0.0545,37679999.0,993416479.8882431,2026-07-14
2019-11-11,sz.002965,祥鑫科技,25.875792,25.14264456,25.89735516,24.84076032,9085706,319052400.0,24.1128,-4.6347,37680012.0,947375148.7325348,2026-07-14
2019-11-12,sz.002965,祥鑫科技,25.1210814,26.47956048,26.58018856,25.0851428,11720667,425028800.0,31.1058,5.3173,37680005.0,997749971.2842025,2026-07-14
2019-11-13,sz.002965,祥鑫科技,26.03392184,26.96832544,26.97551316,25.68891128,11689774,429639232.0,31.0238,1.8458,37680020.0,1016167041.9457089,2026-07-14
2019-11-14,sz.002965,祥鑫科技,26.8820728,26.29267976,27.08332896,26.14892536,9560199,352598240.0,25.3721,-2.5053,37679967.0,990707305.6983678,2026-07-14
2019-11-15,sz.002965,祥鑫科技,26.055485,24.27293044,26.235178,23.92791988,10690987,373585616.0,28.3731,-7.6818,37680010.0,914604261.7085044,2026-07-14
2019-11-18,sz.002965,祥鑫科技,24.44543572,24.5460638,25.35827616,24.2944936,6892135,237108465.0,18.2912,1.1253,37680059.0,924897132.2017641,2026-07-14
2019-11-19,sz.002965,祥鑫科技,24.2226164,27.00426404,27.00426404,23.91354444,11311970,400632592.0,30.0212,10.0146,37679940.0,1017519048.7713575,2026-07-14
2019-11-20,sz.002965,祥鑫科技,27.493029,27.2414588,29.6134064,27.00426404,20823568,810387728.0,55.2642,0.8784,37680032.0,1026459039.3106816,2026-07-14
2019-11-21,sz.002965,祥鑫科技,26.74550612,27.19833248,27.9961694,26.21361484,13755641,516130288.0,36.5065,-0.1583,37679978.0,1024832569.4830855,2026-07-14
2019-11-22,sz.002965,祥鑫科技,26.65206576,26.98270088,27.4570904,25.7679762,11401351,423762608.0,30.2584,-0.7928,37679953.0,1016706900.9714587,2026-07-14
2019-11-25,sz.002965,祥鑫科技,26.68081664,25.6242218,26.95395,25.0132656,7987732,287811127.47,21.1989,-5.0346,37679936.0,965519037.4738048,2026-07-14
2019-11-26,sz.002965,祥鑫科技,25.36546388,24.617941,25.83266568,24.26574272,7969721,277516155.26,21.1511,-3.9271,37679936.0,927602441.3317759,2026-07-14
2019-11-27,sz.002965,祥鑫科技,24.30168132,25.16420772,25.20733404,24.30168132,6366783,219536838.29,16.897,2.219,37679961.0,948186365.4854989,2026-07-14
2019-11-28,sz.002965,祥鑫科技,24.91263752,24.22980412,25.18577088,24.08604972,6076348,207824225.92,16.1262,-3.7132,37679974.0,912978389.2666929,2026-07-14
2019-11-29,sz.002965,祥鑫科技,23.95667076,24.438248,24.61075328,23.5038444,5861159,196720761.61,15.5551,0.8603,37679983.0,920832769.189784,2026-07-14
2019-12-02,sz.002965,祥鑫科技,24.35199536,24.438248,24.50293748,23.7913532,5446558,183129480.29,14.4548,0.0,37679926.0,920831376.209648,2026-07-14
2019-12-03,sz.002965,祥鑫科技,24.078862,24.258555,24.34480764,23.63322336,4478356,150144980.74,11.8852,-0.7353,37680106.0,914064923.80683,2026-07-14
2019-12-04,sz.002965,祥鑫科技,23.95667076,24.4023094,24.797634,23.8632304,5171311,175822512.73,13.7243,0.5926,37679962.0,919478090.9042428,2026-07-14
2019-12-05,sz.002965,祥鑫科技,24.56762696,24.99170244,25.516406,24.3663708,7641665,265941503.96,20.2804,2.4153,37680051.0,941688622.5160245,2026-07-14
2019-12-06,sz.002965,祥鑫科技,24.85513576,24.32324448,24.977327,24.10042516,6607126,224822316.66,17.5348,-2.6747,37680076.0,916501700.5729805,2026-07-14
2019-12-09,sz.002965,祥鑫科技,24.3663708,24.58919012,24.58919012,24.10042516,5055880,171376713.15,13.4179,1.0934,37680114.0,926523486.8892738,2026-07-14
2019-12-10,sz.002965,祥鑫科技,24.5101252,24.82638488,24.86232348,24.15792692,5792465,197945865.1,15.3728,0.9646,37679961.0,935457214.0493896,2026-07-14
2019-12-11,sz.002965,祥鑫科技,24.6898182,24.17230236,24.78325856,24.15792692,5081552,172921932.63,13.4861,-2.6346,37679922.0,910810467.4852159,2026-07-14
2019-12-12,sz.002965,祥鑫科技,24.09323744,23.0366426,24.1148006,23.01507944,7593678,247844259.63,20.1531,-4.6982,37679950.0,868019541.33587,2026-07-14
2019-12-13,sz.002965,祥鑫科技,23.1085198,22.90007592,23.3960286,22.77788468,5123657,164506395.1,13.5978,-0.5928,37680044.0,862875868.2689404,2026-07-14
2019-12-16,sz.002965,祥鑫科技,23.1085198,23.40321632,23.52540756,23.0366426,4350344,141225155.71,11.5455,2.1971,37679997.0,881833120.7279509,2026-07-14
2019-12-17,sz.002965,祥鑫科技,23.47509352,23.539783,23.69072512,23.27383736,4687913,153358070.12,12.4414,0.5835,37679948.0,886977799.371284,2026-07-14
2019-12-18,sz.002965,祥鑫科技,23.52540756,23.6835374,23.85604268,23.37446544,4916746,161846389.53,13.0487,0.6107,37679968.0,892394931.3588032,2026-07-14
2019-12-19,sz.002965,祥鑫科技,23.64041108,23.4679058,23.72666372,23.09414436,4689427,152606841.97,12.4454,-0.9105,37680002.0,884270737.4798117,2026-07-14
2019-12-20,sz.002965,祥鑫科技,23.49665668,23.59009704,24.05011112,23.41040404,5095352,168146566.64,13.5227,0.5207,37679990.0,888874620.5662296,2026-07-14
2019-12-23,sz.002965,祥鑫科技,23.46071808,23.88479356,24.1866778,22.9288268,6156017,203162964.55,16.3376,1.2492,37680057.0,899980382.7740328,2026-07-14
2019-12-24,sz.002965,祥鑫科技,23.74822688,24.438248,24.56762696,23.74822688,6563825,221335973.28,17.4199,2.3172,37680038.0,920834113.293424,2026-07-14
2019-12-25,sz.002965,祥鑫科技,24.5820024,24.74731996,24.9054498,24.10042516,7474633,255179371.41,19.8371,1.2647,37680069.0,932480723.6578772,2026-07-14
2019-12-26,sz.002965,祥鑫科技,24.85513576,25.02764104,25.2288972,24.5101252,7163719,248862934.34,19.012,1.1327,37679986.0,943041164.0002254,2026-07-14
2019-12-27,sz.002965,祥鑫科技,24.88388664,25.03482876,25.21452176,24.51731292,6229479,214759885.46,16.5326,0.0287,37679972.0,943311646.7015947,2026-07-14
2019-12-30,sz.002965,祥鑫科技,24.91982524,25.30796212,26.27830432,24.7616954,7795853,276660665.05,20.6896,1.091,37680057.0,953605455.2354409,2026-07-14
2019-12-31,sz.002965,祥鑫科技,25.7320376,26.58737628,27.08332896,25.41577792,10241996,372533367.3,27.1815,5.0554,37680025.0,1001813002.9148071,2026-07-14
