日期,股票代码,股票名称,开盘,收盘,最高,最低,成交量,成交额,换手率,涨跌幅,流通股数,流通市值,数据日期
2023-03-29,sh.603162,海通发展,11.60529552,9.7777368,11.60529552,9.54854784,11624989,401557728.96,28.164,-11.8121,41276058.0,403586431.2655344,2026-07-14
2023-03-30,sh.603162,海通发展,9.078264,9.4949712,10.16170272,9.078264,9128646,289816044.1,22.1161,-2.8919,41276021.0,391914630.6455952,2026-07-14
2023-03-31,sh.603162,海通发展,9.23006448,9.17351136,9.45925344,9.14077008,5995528,185899776.23,14.5255,-3.3856,41275880.0,378644754.0739968,2026-07-14
2023-04-03,sh.603162,海通发展,9.17648784,9.1080288,9.2568528,9.0187344,4116955,126229124.66,9.9742,-0.7138,41276042.0,375943379.2860096,2026-07-14
2023-04-04,sh.603162,海通发展,9.1080288,9.20327616,9.27768816,9.078264,3956218,122021122.89,9.5848,1.0458,41275958.0,379874040.2425613,2026-07-14
2023-04-06,sh.603162,海通发展,9.19137024,9.00980496,9.19137024,8.9740872,3714059,112701283.18,8.9981,-2.1022,41276036.0,371889033.8819386,2026-07-14
2023-04-07,sh.603162,海通发展,9.00980496,9.04254624,9.06040512,8.92944,2337170,70791021.82,5.6623,0.3634,41275983.0,373239984.87895393,2026-07-14
2023-04-10,sh.603162,海通发展,9.11695824,8.95325184,9.11993472,8.93836944,2986134,90328646.87,7.2346,-0.9875,41275731.0,369552014.5230951,2026-07-14
2023-04-11,sh.603162,海通发展,8.9443224,8.68536864,8.9443224,8.64369792,4014332,117928746.88,9.7256,-2.992,41275932.0,358496685.3795725,2026-07-14
2023-04-12,sh.603162,海通发展,8.631792,8.65858032,8.73001584,8.62583904,2406708,70045147.91,5.8308,-0.3084,41275777.0,357389630.42490864,2026-07-14
2023-04-13,sh.603162,海通发展,8.77466304,8.8252632,8.92348704,8.73894528,3215919,95385442.74,7.7913,1.9251,41275769.0,364269525.2074008,2026-07-14
2023-04-14,sh.603162,海通发展,8.77168656,8.706204,8.77168656,8.6466744,1867709,54649742.76,4.5249,-1.3491,41276249.0,359359444.14879596,2026-07-14
2023-04-17,sh.603162,海通发展,8.69429808,8.75680416,8.76275712,8.64965088,1375647,40315476.31,3.3328,0.5812,41276014.0,361445971.10341823,2026-07-14
2023-04-18,sh.603162,海通发展,8.6615568,8.6466744,8.68536864,8.631792,1630038,47385246.4,3.9491,-1.2576,41276190.0,356901775.40253603,2026-07-14
2023-04-19,sh.603162,海通发展,8.6020272,8.48892096,8.65560384,8.48594448,2031126,58297887.14,4.9208,-1.8244,41276337.0,350391562.3113235,2026-07-14
2023-04-20,sh.603162,海通发展,8.57821536,8.49189744,8.59607424,8.482968,1255700,35925838.6,3.0422,0.0351,41276050.0,350511983.32831204,2026-07-14
2023-04-21,sh.603162,海通发展,8.4532032,8.20913184,8.51570928,8.18532,2291647,63956302.31,5.552,-3.3298,41276063.0,338840643.0031459,2026-07-14
2023-04-24,sh.603162,海通发展,8.20913184,8.01268416,8.23889664,7.97994288,1584978,42842206.1,3.8399,-2.393,41276544.0,330735910.288343,2026-07-14
2023-04-25,sh.603162,海通发展,8.036496,7.72694208,8.06030784,7.6495536,1701843,44813985.71,4.1231,-3.5661,41275812.0,318935808.62896895,2026-07-14
2023-04-26,sh.603162,海通发展,7.72694208,7.7983776,7.84004832,7.6495536,1067279,27826769.87,2.5857,0.9245,41276211.0,321887479.2752736,2026-07-14
2023-04-27,sh.603162,海通发展,7.81921296,7.70610672,7.81921296,7.70313024,900255,23379128.58,2.1811,-1.1832,41275274.0,318071666.3412413,2026-07-14
